review,rating,date,bank,source,sentiment,keywords
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,-0.4,"['poor', 'application', 'turned', 'itself']"
Allowed,5,2024-07-23,BOA,Google Play,0.0,['allowed']
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,0.08333333333333334,"['usually', 'crashes', 'reason', 'gives', 'problem', 'internet', 'connection', 'although', 'internet', 'fine']"
we want international mobile banking,1,2024-07-22,BOA,Google Play,0.0,"['want', 'international', 'mobile', 'banking']"
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,0.0,"['screenshot', 'working', 'please', 'modify']"
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,0.0,"['naziriet', 'measho', '89160437']"
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,0.0,"['ahmed', 'mohammed', 'husen']"
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,0.5,"['working', 'both', 'apollo', 'make', 'better', 'gonne', 'stop', 'using', 'mobile', 'banking']"
I have experiance,5,2024-07-19,BOA,Google Play,0.0,['experiance']
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,0.1,"['working', 'android', 'shows', 'error', 'notification', 'forcefully', 'closes', 'must', 'fixed', 'asap']"
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,0.13916666666666666,"['crashes', 'frequently', 'stable', 'overall', 'need', 'improvement', 'huge', 'needs', 'better', 'current']"
ርይርፍ,3,2024-07-19,BOA,Google Play,0.0,['ርይርፍ']
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,0.16666666666666669,"['previous', 'application', 'much', 'better']"
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,0.15999999999999998,"['worst', 'wise', 'invest', 'money', 'make', 'incon', 'image', 'better', 'yours', 'please', 'invest', 'hire', 'professional', 'developer', 'companies', 'improve']"
mal,5,2024-07-16,BOA,Google Play,0.0,[]
It is not working at all,1,2024-07-16,BOA,Google Play,0.0,['working']
Excellent,5,2024-07-16,BOA,Google Play,1.0,['excellent']
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,0.05,"['poorest', 'mobile', 'banking', 'survice', 'ever', 'error', 'reports', 'frequently']"
😞😞😞😞,1,2024-07-16,BOA,Google Play,0.0,[]
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play,0.0,[]
The worst banking app,1,2024-07-15,BOA,Google Play,-1.0,"['worst', 'banking']"
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,0.0,"['constantly', 'crashing', 'freezing', 'send', 'customers', 'accounts']"
No work app,5,2024-07-15,BOA,Google Play,0.0,['work']
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play,0.5,"['stop', 'sundenly']"
🤷🤷🤷,3,2024-07-15,BOA,Google Play,0.0,[]
experienced,5,2024-07-14,BOA,Google Play,0.8,['experienced']
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,-0.52,"['poor', 'always', 'cresh', 'compatible']"
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,-0.5,"['functional', 'keeps', 'saying', 'error', 'unable', 'activate']"
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,0.6,"['believe', 'abyssinia', 'develop', 'kind', 'trash', 'issues']"
The new app is very good,5,2024-07-13,BOA,Google Play,0.5231818181818182,['good']
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,0.9099999999999999,"['good', 'sometimes', 'work', 'probably']"
It doesn't work,1,2024-07-12,BOA,Google Play,0.0,"['doesn', 'work']"
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play,0.0,['አይነፋም']
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,0.06444444444444446,"['stupid', 'seen', 'turn', 'developer', 'mode', 'make', 'secure', 'clearly', 'indicates', 'poor', 'implementation', 'unskilled', 'developers', 'people', 'need', 'developer', 'option', 'different', 'reasons', 'please', 'sake', 'thing', 'secure', 'international', 'banking', 'apps', 'require', 'mention', 'crashes']"
The worst mobile banking app,1,2024-07-11,BOA,Google Play,-1.0,"['worst', 'mobile', 'banking']"
It is not fast,3,2024-07-11,BOA,Google Play,-0.1,['fast']
Useless,1,2024-07-11,BOA,Google Play,-0.5,['useless']
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,-0.3333333333333333,"['keeps', 'crashing', 'stops', 'responding', 'while', 'using', 'trying', 'open', 'person', 'banking', 'activities', 'short', 'worst', 'mobile', 'banking', 'system', 'ethiopia']"
ሀየ,5,2024-07-10,BOA,Google Play,0.0,[]
Too late!,1,2024-07-10,BOA,Google Play,-0.375,['late']
No work,5,2024-07-10,BOA,Google Play,0.0,['work']
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,0.4125,"['pretty', 'good', 'banking', 'lacks', 'things', 'speed', 'overall', 'good', 'application', 'thank']"
After update it doesn't work well,2,2024-07-09,BOA,Google Play,0.0,"['update', 'doesn', 'work', 'well']"
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,0.0,"['error', 'occurred', 'again', 'days', 'tele', 'birr', 'user', 'found']"
Good but Very slow.,1,2024-07-08,BOA,Google Play,0.15499999999999994,"['good', 'slow']"
Very good app,5,2024-07-07,BOA,Google Play,0.9099999999999999,['good']
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,-0.6999999999999998,"['apps', 'doesn', 'work']"
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,0.0,"['never', 'going', 'trash', 'care', 'rate']"
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,-0.375,"['usually', 'crashes', 'unable', 'process', 'request', 'developer', 'options']"
Miliyone.,5,2024-07-05,BOA,Google Play,0.0,['miliyone']
Workneh girmamo,5,2024-07-05,BOA,Google Play,0.0,"['workneh', 'girmamo']"
🙏🙏🙏,5,2024-07-05,BOA,Google Play,0.0,[]
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,-0.21875,"['believe', 'major', 'banks', 'country', 'seem', 'understand', 'having', 'working', 'mobile', 'payment', 'option', 'must', 'survive', 'decided', 'move', 'accounts', 'awash', 'bothered', 'useless']"
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play,0.0,"['working', 'days', 'please', 'check']"
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play,-0.05,"['essentially', 'unusable', 'asks', 'disable', 'developer', 'mode', 'already', 'disabled', 'crashes', 'sometimes', 'works', 'wifi', 'sometimes', 'data', 'crashes']"
Please make it functional.,5,2024-07-03,BOA,Google Play,0.0,"['please', 'make', 'functional']"
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play,0.3,"['best', 'working', 'poor', 'connection', 'area']"
Please Recover thank you,5,2024-07-02,BOA,Google Play,0.0,"['please', 'recover', 'thank']"
This app doesn't work,1,2024-06-30,BOA,Google Play,0.0,"['doesn', 'work']"
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play,0.29583333333333334,"['used', 'fine', 'takes', 'forever', 'open', 'main', 'dashboard', 'sometimes', 'crashes', 'guys', 'gotta', 'step', 'need', 'faster']"
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play,0.0,"['underrated', 'ever', 'seen', 'banking', 'system', 'idiocracy']"
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,0.0,"['demands', 'disable', 'developer', 'option']"
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play,-0.41250000000000003,"['months', 'cannot', 'transaction', 'using', 'really', 'disappointing', 'using', 'abyssinia', 'currently', 'nearest', 'work', 'place', 'turning', 'worst', 'country', 'always', 'respond', 'customers', 'updating', 'system', 'year', 'long', 'think', 'train', 'customer', 'service', 'operators']"
Open Open service,5,2024-06-26,BOA,Google Play,0.0,"['open', 'open', 'service']"
this app is good for you guys,5,2025-06-09,Dashen Bank,Google Play,0.7,"['good', 'guys']"
wow,5,2025-06-09,Dashen Bank,Google Play,0.1,[]
kalid,5,2025-06-08,Dashen Bank,Google Play,0.0,['kalid']
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen Bank,Google Play,0.3333333333333333,"['mobile', 'banking', 'much', 'overall', 'user', 'interface', 'navigation', 'awesome', 'lacks', 'instant', 'response', 'someone', 'deposit', 'withdraw', 'money']"
love,3,2025-06-06,Dashen Bank,Google Play,0.5,['love']
መቸሸጠ,5,2025-06-03,Dashen Bank,Google Play,0.0,['መቸሸጠ']
gadaa,5,2025-06-01,Dashen Bank,Google Play,0.0,['gadaa']
Massive upgrade from the Amole app.,5,2025-05-31,Dashen Bank,Google Play,0.0,"['massive', 'upgrade', 'amole']"
good,4,2025-05-31,Dashen Bank,Google Play,0.7,['good']
very good for this app,5,2025-05-31,Dashen Bank,Google Play,0.9099999999999999,['good']
top,5,2025-05-31,Dashen Bank,Google Play,0.5,[]
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen Bank,Google Play,0.3181818181818182,"['better', 'amole', 'biometric', 'update', 'doesn', 'work']"
Wow,5,2025-05-30,Dashen Bank,Google Play,0.1,[]
wow to it saff and this app,5,2025-05-30,Dashen Bank,Google Play,0.1,['saff']
it too slow,3,2025-05-29,Dashen Bank,Google Play,-0.30000000000000004,['slow']
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen Bank,Google Play,0.0,['ይለያል']
real life changer,5,2025-05-28,Dashen Bank,Google Play,0.2,"['real', 'life', 'changer']"
👍👍👍,5,2025-05-28,Dashen Bank,Google Play,0.0,[]
nice application,5,2025-05-27,Dashen Bank,Google Play,0.6,"['nice', 'application']"
useless app ever loading take long,1,2025-05-27,Dashen Bank,Google Play,-0.275,"['useless', 'ever', 'loading', 'take', 'long']"
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen Bank,Google Play,0.2974358974358975,"['game', 'changer', 'dashen', 'super', 'fast', 'secure', 'easy', 'three', 'click', 'payment', 'makes', 'sending', 'money', 'super', 'quick', 'code', 'payment', 'perfect', 'cashless', 'shopping', 'love', 'biometric', 'login', 'easy', 'airtime', 'bill', 'payments', 'everything', 'need', 'place', 'dashen', 'really', 'raised', 'digital', 'banking', 'ethiopia', 'highly', 'recommended']"
very useful App,1,2025-05-26,Dashen Bank,Google Play,0.39,['useful']
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen Bank,Google Play,-0.0031250000000000028,"['simple', 'robust', 'features', 'please', 'endless', 'loading', 'screen', 'killed', 'couldn', 'days', 'glitch', 'yeet', 'higher', 'rating']"
Wawww,5,2025-05-24,Dashen Bank,Google Play,0.0,['wawww']
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen Bank,Google Play,0.7,"['good', 'times', 'says', 'duplicate', 'transaction']"
very Nice,5,2025-05-23,Dashen Bank,Google Play,0.78,['nice']
its best,5,2025-05-23,Dashen Bank,Google Play,1.0,['best']
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen Bank,Google Play,0.2875,"['good', 'mobile']"
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen Bank,Google Play,0.4166666666666667,"['best', 'best', 'arrived', 'empowering', 'financial', 'freedom', 'experience', 'seamless', 'banking', 'fingertips', 'dashen', 'empowering', 'financial', 'freedom', 'anytime', 'anywhere', 'innovation', 'meets', 'convenience', 'dashen', 'mobile', 'banking', 'innovation', 'meets', 'convenience', 'secure', 'reliable', 'confidence']"
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen Bank,Google Play,0.0,"['nothing', 'changed', 'updated', 'version', 'collecting', 'comments', 'feed', 'improved', 'version', 'superapp', 'functioning', 'today']"
The best app ever in finance sector,5,2025-05-18,Dashen Bank,Google Play,1.0,"['best', 'ever', 'finance', 'sector']"
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen Bank,Google Play,0.35833333333333334,"['good', 'compitators', 'confuse', 'transfer', 'needs', 'user', 'inter', 'instead', 'know', 'litrecy', 'level', 'society', 'device', 'based', 'dont', 'know', 'needs', 'please']"
dashen bank or dashen super app?,1,2025-05-17,Dashen Bank,Google Play,0.3333333333333333,"['dashen', 'dashen', 'super']"
wowwwe app,5,2025-05-17,Dashen Bank,Google Play,0.0,['wowwwe']
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen Bank,Google Play,-0.3625,"['transferring', 'accounts', 'hastle', 'inconvenient', 'used', 'seeing', 'please', 'again']"
always lagging,1,2025-05-16,Dashen Bank,Google Play,0.0,"['always', 'lagging']"
Amazing Application...,5,2025-05-16,Dashen Bank,Google Play,0.6000000000000001,"['amazing', 'application']"
Fantastic,5,2025-05-16,Dashen Bank,Google Play,0.4,['fantastic']
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen Bank,Google Play,0.9099999999999999,"['dashen', 'good', 'sometimes', 'working', 'well']"
its my choice,5,2025-05-15,Dashen Bank,Google Play,0.0,['choice']
wow apo,5,2025-05-15,Dashen Bank,Google Play,0.1,[]
awesome app keep going,5,2025-05-14,Dashen Bank,Google Play,1.0,"['awesome', 'keep', 'going']"
👍,5,2025-05-14,Dashen Bank,Google Play,0.0,[]
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen Bank,Google Play,0.1,"['grows', 'ethiopian', 'digital', 'banking', 'step', 'ahead', 'fetures', 'simple', 'fast', 'convince']"
Game changer,5,2025-05-13,Dashen Bank,Google Play,-0.4,"['game', 'changer']"
Totally amazing,5,2025-05-13,Dashen Bank,Google Play,0.6000000000000001,"['totally', 'amazing']"
super 😎,5,2025-05-13,Dashen Bank,Google Play,0.3333333333333333,['super']
what a helpful app!!!!,5,2025-05-13,Dashen Bank,Google Play,0.0,['helpful']
Good,4,2025-05-13,Dashen Bank,Google Play,0.7,['good']
nice,5,2025-05-13,Dashen Bank,Google Play,0.6,['nice']
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen Bank,Google Play,0.8,"['honest', 'best', 'banking', 'lifestyle', 'ethiopia']"
fast,5,2025-05-12,Dashen Bank,Google Play,0.2,['fast']
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen Bank,Google Play,0.05,"['must', 'seamless', 'digital', 'platform', 'superapp', 'keep', 'living', 'motto', 'always', 'step', 'ahead']"
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen Bank,Google Play,0.4666666666666666,"['makes', 'digital', 'banking', 'effortless', 'convenient', 'user', 'friendly', 'interface', 'secure', 'transactions', 'excellent', 'features', 'managing', 'finances', 'efficiently']"
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank,Google Play,0.6133333333333333,"['amazing', 'super', 'easy', 'best', 'design', 'loved']"
its the best ever,5,2025-05-09,Dashen Bank,Google Play,1.0,"['best', 'ever']"
excellent game changer App,5,2025-05-08,Dashen Bank,Google Play,0.3,"['excellent', 'game', 'changer']"
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen Bank,Google Play,0.4375,"['highly', 'excited', 'using', 'application', 'favorable', 'well', 'preferrable', 'mobile']"
it seems me logging out within minutes,1,2025-05-03,Dashen Bank,Google Play,0.0,"['seems', 'logging', 'within', 'minutes']"
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen Bank,Google Play,0.3,"['nice', 'especially', 'error', 'send', 'within', 'dashen', 'receipter', 'notification']"
yes i want dashen super open,5,2025-05-02,Dashen Bank,Google Play,0.16666666666666666,"['want', 'dashen', 'super', 'open']"
Best App,5,2025-05-02,Dashen Bank,Google Play,1.0,['best']
faster than this version,5,2025-05-01,Dashen Bank,Google Play,0.0,"['faster', 'version']"
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen Bank,Google Play,1.0,"['best', 'mobile', 'banking', 'props', 'design', 'team']"
thank you,4,2025-04-30,Dashen Bank,Google Play,0.0,['thank']
great app,5,2025-04-30,Dashen Bank,Google Play,0.8,['great']
bad.,1,2025-04-30,Dashen Bank,Google Play,-0.6999999999999998,[]
Dashen bank always one step ahead,5,2025-04-30,Dashen Bank,Google Play,0.0,"['dashen', 'always', 'step', 'ahead']"
dashen super app is secure band very easy,5,2025-04-29,Dashen Bank,Google Play,0.4322222222222223,"['dashen', 'super', 'secure', 'band', 'easy']"
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen Bank,Google Play,0.40625,"['fast', 'secured', 'mobile', 'banking']"
best app I have ever seen,5,2025-04-29,Dashen Bank,Google Play,1.0,"['best', 'ever', 'seen']"
best of best,5,2025-04-29,Dashen Bank,Google Play,1.0,"['best', 'best']"
waw,5,2025-04-28,Dashen Bank,Google Play,0.0,[]
best app,5,2025-04-28,Dashen Bank,Google Play,1.0,['best']
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen Bank,Google Play,-0.15000000000000002,"['slow', 'recent', 'transaction', 'stucked']"
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen Bank,Google Play,1.0,"['wowslnwoooo', 'wowwww', 'amazing']"
wow appl,5,2025-04-28,Dashen Bank,Google Play,0.1,['appl']
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen Bank,Google Play,0.0,"['change', 'number', 'finger', 'print', 'dummy']"
very nice,5,2025-04-26,Dashen Bank,Google Play,0.78,['nice']
great,4,2025-04-26,Dashen Bank,Google Play,0.8,['great']
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen Bank,Google Play,0.15083333333333332,"['slow', 'lacks', 'many', 'features', 'super', 'high', 'rating', 'given', 'employees', 'customers']"
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen Bank,Google Play,0.4,"['smooth', 'secure', 'experience', 'transfers', 'bill', 'payments', 'tracking', 'expenses', 'effortless', 'intuitive', 'design', 'makes', 'banking']"
Very easy and Fast.,5,2025-04-24,Dashen Bank,Google Play,0.3816666666666667,"['easy', 'fast']"
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen Bank,Google Play,0.30000000000000004,"['incomparably', 'user', 'friendly', 'fast', 'mobile', 'banking']"
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen Bank,Google Play,-0.10666666666666666,"['nothing', 'super', 'repeatedly', 'failed', 'transaction', 'wastes', 'customer', 'valuable', 'time', 'system', 'upgrade', 'time', 'less', 'traffic', 'demand', 'technical', 'difficulty', 'reflected', 'customer']"
execellent,5,2025-04-24,Dashen Bank,Google Play,0.0,['execellent']
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen Bank,Google Play,0.2783333333333333,"['super', 'total', 'game', 'changer', 'fast', 'reliable', 'packed', 'everything', 'need', 'place', 'seamless', 'super', 'convenient', 'love']"
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen Bank,Google Play,-0.3125,"['secure', 'reliable', 'convenient', 'digital', 'banking', 'game', 'changer']"
it is incredible product.,5,2025-04-23,Dashen Bank,Google Play,0.9,"['incredible', 'product']"
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen Bank,Google Play,0.44999999999999996,"['really', 'impressed', 'user', 'friendly', 'runs', 'smoothly', 'features', 'need', 'makes', 'tasks', 'much', 'easier', 'saves', 'time', 'highly', 'recommended']"
ok,5,2025-04-23,Dashen Bank,Google Play,0.5,[]
"It's an amazing app, experience it!!",5,2025-04-23,Dashen Bank,Google Play,0.9375000000000001,"['amazing', 'experience']"
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen Bank,Google Play,1.0,"['best', 'banking', 'ever', 'recommend', 'everyone']"
It is the best application!!!,5,2025-04-22,Dashen Bank,Google Play,1.0,"['best', 'application']"
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen Bank,Google Play,0.33319523358585856,"['exceptional', 'digital', 'experience', 'supperapp', 'bring', 'paradigm', 'shift', 'banking', 'business', 'bravo', 'dashen', 'keep']"
its features are so dynamic,5,2025-04-22,Dashen Bank,Google Play,0.0,"['features', 'dynamic']"
fast &Friendly user Application.,5,2025-04-22,Dashen Bank,Google Play,0.2875,"['fast', 'friendly', 'user', 'application']"
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen Bank,Google Play,0.2875,"['fast', 'reliable', 'user', 'friendly', 'keep']"
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen Bank,Google Play,0.3416666666666666,"['dashen', 'super', 'easy', 'secure', 'fast', 'transaction']"
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen Bank,Google Play,0.5,"['love', 'click', 'make', 'commerce', 'easier', 'convinient']"
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen Bank,Google Play,0.3611111111111111,"['dashen', 'super', 'contains', 'extended', 'selections', 'customers', 'easily', 'accessible', 'friendly']"
Great for everyday banking and payments on the go,5,2025-04-22,Dashen Bank,Google Play,0.30000000000000004,"['great', 'everyday', 'banking', 'payments']"
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen Bank,Google Play,0.49523809523809526,"['dashen', 'super', 'impressive', 'focus', 'simplicity', 'speed', 'quality', 'user', 'interface', 'clean', 'easy', 'understand', 'transactions', 'process', 'quickly', 'overall', 'quality', 'notch', 'must', 'dashen', 'customers', 'እርምጃ']"
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen Bank,Google Play,0.3681818181818182,"['making', 'transactions', 'never', 'easier', 'update', 'amazing']"
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen Bank,Google Play,0.2111111111111111,"['various', 'usefull', 'functions', 'make', 'easy', 'payment', 'system', 'connect', 'sellers', 'having', 'reasonable', 'prices']"
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen Bank,Google Play,0.39166666666666666,"['great', 'user', 'interface', 'comprehensive', 'payments', 'commerce', 'platforms', 'includes', 'unique', 'features', 'chat', 'banking', 'budget']"
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen Bank,Google Play,0.0,"['betam', 'mirt', 'betam', 'atikakem', 'kelel', 'yale', 'michu', 'application']"
Convenient!,5,2025-04-22,Dashen Bank,Google Play,0.0,['convenient']
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen Bank,Google Play,0.6000000000000001,"['amazing', 'application', 'meets', 'needs', 'customers']"
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen Bank,Google Play,0.5416666666666667,"['effecting', 'payment', 'created', 'convenience', 'recipients', 'easily', 'confirming', 'payments', 'received']"
the best Supper App ever,5,2025-04-22,Dashen Bank,Google Play,1.0,"['best', 'supper', 'ever']"
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen Bank,Google Play,0.5,"['best', 'ever', 'planned', 'include', 'digital', 'lending', 'gasification']"
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen Bank,Google Play,0.24666666666666667,"['powerful', 'local', 'solution', 'rivals', 'global', 'love', 'easy', 'explore', 'services', 'products']"
Dashen bank is my number one choice,5,2025-04-22,Dashen Bank,Google Play,0.0,"['dashen', 'number', 'choice']"
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen Bank,Google Play,0.5444444444444444,"['assefa', 'genetu', 'dashen', 'superup', 'latest', 'inclussive', 'happy', 'super']"
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen Bank,Google Play,0.31180555555555556,"['incredibly', 'user', 'friendly', 'brings', 'multiple', 'services', 'place', 'fast', 'intuitive', 'makes', 'daily', 'tasks', 'super', 'convenient', 'true', 'solution']"
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen Bank,Google Play,0.340625,"['proudly', 'made', 'ethiopia', 'innovation', 'delivers', 'promised', 'marketplace', 'major', 'boost', 'local', 'commerce']"
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen Bank,Google Play,0.2875,"['fanrastic', 'user', 'friendly', 'bravo', 'dashen', 'thanks']"
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen Bank,Google Play,0.33199999999999996,"['best', 'digital', 'platforms', 'used', 'smooth', 'transactions', 'seamless', 'shopping', 'experience', 'highly', 'recommended']"
